rating,title,text,verified_purchase,quality_complaint
5,perfect partner for my lg oled ultragear monitor wali single monitor gas spring desk mount,as a proud owner of the 45 lg oled ultragear monitor i was on the hunt for a reliable and sturdy desk mount to make the most of this colossal display enter the wali single monitor gas spring desk mount my ultimate solution to optimizing my gaming and productivity setup br br first and foremost this desk mount is an absolute dream when paired with my lg oled ultragear monitor its robust build and strong gas spring mechanism effortlessly support the weight of the monitor providing a stable and secure hold i can tilt swivel and adjust the height with ease customizing the monitor's position to my exact preference it's like having the freedom to mold my monitor into the perfect viewing angle for any task or game br br the installation process was a breeze thanks to the clear and concise instructions provided in just a matter of minutes my lg oled ultragear monitor was securely attached to the desk mount and i was ready to explore the vast gaming worlds and immerse myself in stunning visuals br br the desk mount's ability to rotate the monitor from landscape to portrait orientation is a fantastic feature that suits both gaming and productivity needs whether i'm diving into intense gaming sessions or multitasking with multiple windows this flexibility has proven to be incredibly handy br br one aspect that truly stands out is the cable management system of the wali desk mount it helps keep my gaming area neat and clutter free ensuring that cables are organized and out of the way this not only adds to the overall aesthetics of my setup but also reduces the chances of accidental tugs or pulls on the cables br br another commendable quality of this desk mount is its sturdiness even with its extensive range of adjustments there's no wobbling or instability whatsoever the solid construction gives me the confidence that my prized lg oled ultragear monitor is safe and secure at all times br br in conclusion the wali single monitor gas spring desk mount is the perfect companion for my 45 lg oled ultragear monitor its impressive strength ease of installation and the freedom to adjust the monitor's position to my liking have significantly enhanced my gaming and productivity experience if you're looking for a reliable and versatile desk mount for your large monitor look no further this one is a winner,TRUE,0
4,the tape works well and can't beat the price,it works pretty darn good for the price i like the original brother tape a bit better but for the price you can't beat this i'd buy it again for sure,TRUE,0
3,not so good for me get what u pay for,it was too big for my head and the speakers didnt line up with my ears,TRUE,0
2,name brands are worth the extra,bought this to replace my samsung curve that is at least 8 years old however the 8 yeae old set is much better than this new insignia,TRUE,0
1,cheap,when taking pictures half of the time the pictures come out very blurry and other times the pictures are nice and clear the camera seems to be moody with no reason for the pictures to be clear one minute and blurry the next when i wanted to take pictures the screen was blurry and i just snapped and snapped and then the screen randomly became clear and randomly blurry again,TRUE,0
5,eventually i gave up and asked a friend who was able to set it up in like 5 mins,set up was a nightmare i'm not very savvy with 34 computer stuff 34 and it took me a while to figure out eventually i gave up and asked a friend who was able to set it up in like 5 mins works great now i don't see my internet working faster what i do notice is a lot less interruptions and quicker connect speeds which was why i purchased this item,TRUE,0
1,it doesn t work,it only worked for a couple songs then died on my i m tired of waisting my money it was horrible,TRUE,1
1,stop,hasn't been a year and it's sensor is already damaged seems to be a very common defect on the aria scales i would not recomend buying this to anyone,FALSE,1
5,good phone,i use mine for a work phone its tough and i don't have to worry about my iphone getting tore up,TRUE,0
4,protection from scratches,nice silicone rubber cover for the canon eos r except the control buttons could have use some color to be visible,TRUE,1
1,would not turn on,doa the flash would not power up with different fresh batteries confirmed polarity reading manual holding power button for 2 10 seconds mounting on camera etc,TRUE,1
5,great little player,first and foremost the sony nwz e354 has done everything i ever need a mp3 player to do and at a vary good price good bang for the buck oh right it doesn't have speakers well buy the next model up then the screen scratchs to easily then buy a player with a gorilla glass screen if you can't protect it let me know what that costs the one i bought is blue happened to be on sale at that time color not a big issue price is i also bought the tuff luv apocalypes case it does a good job of protecting the players screen without looking through plastic i think the sound quality is excellent in part due to the ability of the players equalizer to customize the sound and save it to pre sets for the earphones of your choice i have several pairs of earbuds and they all have different sound characteristics the players video is pretty good considering its size i use to have a non hd zune player and the video doesn't look that much different just smaller the control interface is a little clunky but when you get use to it it's not so bad to bad there isn't a customizable short cut key i like the separate volume buttons on the side the bottom line is i bought this player for music excellent job in that department secondary to occasionally watch some videos or view pictures good enough the size is great not to small to loose but not to big for any pocket i want to put it in all this and no special software or site oh it does have a itunes content transfer program if needed,TRUE,1
1,no good,chinese no br message no br why,TRUE,0
5,definite improvement over the 2nd gen,better sound and looks seems to also understand voice commands better,TRUE,0
5,quick shipping,perfect i tried a couple of cheaper brands waste of money wish i would have ordered this mouse first works perfectly,TRUE,0
2,it runs small,the colors are sweet but the bands run small compared to the original large band,TRUE,0
2,two stars,i was hoping this would work well enough but when switching from ps4 to pc the screen gets distorted,TRUE,0
5,good so far,has not failed yet,TRUE,1
4,good value,okay the first joint behind the tv is a little weak but overall a good product the usb cord needs to be updated,TRUE,0
3,more affordable on amazon,i've had to buy like 5 of these but they work well for about 6 7 months,TRUE,0
4,works well transmitting 4k signal 60 hz at 4 4 4,haven't tried anything higher the end connectors seem rather fragile and not securely attached to the cable which itself seems flimsy i guess because it's fiber be very careful if you're snaking through tight spaces and in wall runs br br note this is a unidirectional cable the ends aren't well marked as to the direction try flipping the ends if it doesn't work br br i wouldn't put much stock in their lifetime warranty only contact mechanism is through amazon and they are a small chinese seller that has only been selling on amazon for a couple of years if they stop selling on amazon you may have difficulty contacting them br br still not a bad product and beats getting a signal booster for long hdmi runs,TRUE,1
2,it linked with smartthings just fine with the use of the device handler,i would have rather saved my money but you never know what you are going to get until you buy it first it linked with smartthings just fine with the use of the device handler it will not show as a 34 siren 34 but rather an outlet so when it comes to incorporating it into the security system it will not show as a siren or activate deactivate like one you have to set it up to come on like a light and then go into the app to turn it off aside from that it has a low and not so loud tone so don't expect this to get anyone's attention we keep it outside our room in case there is an intrusion at night but the neighbor won't hear anything at all i will be looking at finding another siren that works better,TRUE,0
3,2 units 1 quiet 1 noisy,i have 2 of these the first has been whisper quiet for almost a year the second turned noisy about a week after purchase,TRUE,0
3,they do the job,bought this expecting too much i think lol br first really wanted to have long live view like to be watching my kids outside playing or such but it doesnt br second i hate that everytime i get a notification it takes almost a minute to load si if someone enters my property they can leave and i wont see br third if someone is at my door after taking for ever to load most people leave and i just get the 15 sec recording br br i wish they would improve they are really nice and love the fact that they can be wireless i cover my 4 lot home with cameras only one always has a problem with wifi but its fine i know its far from the router br battery on one died already but im sure its due to to much traffic on my front mailbox,TRUE,0
1,one star,earphones have static and are cutting out piece of junk,TRUE,0
3,things i didn't know,it was identical to my other entertainment center except this one had the tv mount my last one the legs split on it from my potty training dog's accidents that's why i had to buy a new unit i decided to put wheels under this unit to save the legs and the legs split i am so upset then i found out that the black wood looking stuff is just a sticker overlay at least on the legs like contact paper how disappointing i ended up using wood glue to try to fix the split in the legs i hope it holds i was trying to make it easy for cleaning up in the future and to save my furniture i don't have the money to replace things bc i live on a fixed income which is why this was so upsetting to me i spent all this money to do this in order to keep it long term and i have to live with it and hope it holds,TRUE,0
2,super cheap though so you get what you pay,flimsy don't stand up the way they should super cheap though so you get what you pay for,TRUE,1
1,disappointed,this is not 10ft by 7ft br it's 7'9 width by 6'9 height it looks like provided measurements based the legs of the stand being completely closed folded up for height and i have no how you came with the width sags in middle at 9'9,TRUE,0
1,another headphone bites the dust,battery died quickly they fell out of my ears easily and they felt cheap not sure if these are bluetooth headphones worth buying the best aspect is it had great sound and didnt get in the way when working out,TRUE,0
5,great for extended shoots like a timelapse,review of neewer dummy battery with ac dc coupler for nikon el15 asin b0b5wy8t96 br this dummy battery is actually a pretty smart idea i like to do a lot of time lapses and i can't tell you how many times my camera battery has died part way through the process br br using this dummy battery i will no longer have to worry about that since the battery never dies as long as you have a power plug to plug it into that is with portable power stations so prevalent these days a 110v outlet is never far away even a relatively small power station portable battery with inverter will power a dslr for well i'm not sure exactly but i'll bet it's for days certainly i can get through an all night star lapse which is too much for a standard nikon battery br br i've tested this out on both my nikon d800 d850 and it works like a champ these types of dummy batteries are also available in a 12v version like this one https amzn to 3u0i5ta,FALSE,1
2,stitching came out on outer pockets on the first day,sorry this is a fail for me this bag is decently designed but the quality of material is questionable,TRUE,1
1,great pictures when it works,this monitor has a great picture when it works but after about 8 months started going black ugh then have to wait for the picture to return i will not but sceptr monitor again,TRUE,0
1,very uncomfortable,they are a discomfort too hard and hurt your ear,TRUE,0
3,smaller than expected,was smaller than i expected its a pre k size bookbag might have to use another bookbag for first day of school bc would not hold all supplies to start school with,TRUE,0
2,battery power short lived,the battery doesn t last for more than 5 to 6 hours and the charge time is really slow you can t expect much for 50 but the battery power is supposed to last longer than what it does it does get annoying dealing with this on a regular basis,TRUE,1
1,bad battery performance,neewer battery will not hold charge acording to the internet newer has been having problems with the pb960 and the neewer tt850 battery's as well i have been having problems with my tt850 battery' also unless they get this resolved soon i will be returning all my neewer flashes and battery's because these are the only ones the units will work with,TRUE,0
1,leaves horrible fingerprints cannot clean it,leaves fingerprints cannot clean it off cracked when putting it on not a good cover,TRUE,1
3,return was easy and painless,ended up returning this could not get it to work return was easy and painless,TRUE,0
5,it is a manfrotto product,well what can i say it is a manfrotto this swivel lite tite umbrella adapter is wonderful and very strong it holds my 40 umbrella yongnuo yn 560 ii flash radio trigger and flash cold shoe and giottos ball head flash holder with no problem at all once you tight them up it won't jiggle and stays put for as long as you whant to without loosing its original position i use it on my manfrotto tripod and manfrotto light stand compact 1051bac it is a beauty and a joy to use it outside or inside br br i highly recommend this adapter if you need to make strobist or studio work photography you need this piece of equipment br br aaron,FALSE,0
4,you can get 60hz with the 30ft,when i first setup the cable it would only allow 4k 30hz i went into my nvidia control panel for nvidia graphics cards and created my own resolution with 4k 60hz at first it didn't accept it i backed it down to 45hz and then all of a sudden 60hz was an option and it works great sucks that it doesn't work perfect out of the box as advertised for most people,FALSE,1
5,versatile and light weight,this can hold my kindle at an angle when i'm laying on my side in bed to read it's so soft and light weight too i can't imagine how it could be any better than it is,TRUE,0
1,already had one of the three cables die,the cable looks fine to me but it's already dead with no ability to charge my phone see images of the perfect looking cable which won't even charge my phone,TRUE,1
5,love this projector,love this projector i use it for decorating cookies i can plug it into my computer and easily display the image on the cookie when i was reading reviews a lot of people noted the battery life as a negative because it doesn't last long i always plug in the charger when i'm using it so i don't have to worry about it dying in the middle of a project and it works great definitely worth the price,TRUE,0
5,handy device,thought i could use to view pictures on fire tv but can't otherwise handy for devices with micro sd slots when you only have a regular sd card,TRUE,0
1,the lights are on but no one is home,man where to even start you might want to get get snacks for this i own one of the steinberg products that requires this device they do not allow use the soft e licenser with certain software products so i fire up my software a few weeks ago and it informs me that i do not have a current license on this computer huh that's odd i check the elicenser manager software and the usb elicenser is not showing up i follow their extensive troubleshooting up to and including deleting dll files deep within program file folders restart uninstall restart reinstall the elicenser manager software as per their instructions several times nothing try the usb elicenser on a different computer with a fresh install of the elicenser manager software still just not being even registered as a usb plug event it still lights up but it is definitely unresponsive so i immediately request a replacement which takes an additional nine days to show up then the real fun starts you are not able to just transfer a license back off of a usb elicenser back to steinbergs servers and on to a different elicenser you instead 'request steinberg zero downtime' which cancels and deactivates the broken elicenser completely and you are then issued a temporary 25 hour license for the product which is then loaded on to the new elicenser this is where it really gets exciting to get your permanent license back they email you a pdf form that you have to fill out print and sign and date affirming that you confirm that the elicenser in question is indeed defective and unusable lucky for me i have a pdf editor a printer and a suitable camera you then must scan or photograph the document and email it back to steinberg support to be approved for the license to use the product that you have paid in full for some time prior i am currently still waiting to hear back to see if i am approved to keep using the product that i paid several hundreds of dollars for in the mean time i am unable to offer certain services to clients that are contingent on the use of the software product in question due to the sudden and inexplicable failure of the elicenser not cool man any downtime in the studio costs money and we are at two weeks and counting so all in all a terrible experience so far hopefully we can get back up and running as i continue to enjoy using steinberg software its great when it works but there exists a serious reliability issue with the elicenser a completely unnecessary potential point of failure that you will pay above and beyond the original software cost for the privilege of using anyway thanks for coming to my amazon review,TRUE,1
2,just buy the damn cable,well it worked except it fit so snug that it f ked up my charger port thats what i get for tryna be cheap,TRUE,0
5,love it,i love this smart watch the battery life is great and all the numbers and letters are large enough to read everything you need is on one screen worth every penny,TRUE,0
2,good concept that doesn't work,this is a nice concept in theory but it doesn't actually work like it should first you need to have a very wide lip on your dresser or table to hold this second it's a little confusing to put together third a small piece of it broke very easily a washer piece fourth no matter how tight you get this it will eventually work its way lose as you spin the arms back and fourth mine was loose and i didn't know it and the whole thing laptop tablet and all hit the floor not good fifth not adjustable enough mine is sitting in a closet not sure what to do with this expensive item that is useless they get an extra star because the customer service was good at emailing me back on putting it together otherwise it would have received one star i'm back to using my hospital style table not happy with this purchase at all,FALSE,1
3,adorable but cheap,adorable radio but the quality was super cheap not worth the price,TRUE,0
5,love it,very comfortable,TRUE,0
2,so cute but doesn't fit,i got the olive green color and i love it i love that it came with everything i needed the screen protector was pretty easy to put on except i have a few bubbles i don't really care that much because they aren't noticeable until you look close my biggest critique is that the case didn't fit i have the 13'' macbook air and the part that goes on the bottom does not snap on correctly i can only get one side to snap in i'm still using the case but i will be on the hunt for one that properly fits,TRUE,1
3,not linux friendly,wrong available drivers for linux debian and mint,TRUE,0
5,read the instructions and you will be ok,i like that these shields fit my kindle fire 1p tablet but more importantly there are 2 masks on the shield to assist you in correct placement,TRUE,0
5,will buy again,good price and quality,TRUE,0
1,one star,not a fast charging or max charging at 2 4 my amp meter say 1 3 and maybe that,TRUE,0
2,pretty but not shock proof,loved that it was thin and great color but its hardly protective at all i dropped my ipad a few months in from my bed and a hairline crack appeared dropped it again a couple months ago and now the screen is even worse and part of it is sinking in definitely not protective against drops let alone shock proof,TRUE,1
5,this item was great,works fine,TRUE,0
5,wow that was easy,i have never used a screen protector on my ipads my new ipad pro 12 9 was very expensive so i thought that i might try a screen protector i was a bit nervous because the 12 9 is very large and i was afraid that there would be many bubbles to deal with i have not had good luck putting screen protectors on my iphones in the past so the larger ipad pro 12 9 was intimidating i followed the printed directions for preparation and cleaning after removing the clear plastic backing from the adhesive side of the protector i carefully folded it over and pressed in the center as directed i watched as the protector adhesive spread from the center outward by itself without any assistance from me i was left with 4 5 bubbles near the edge or in the corners and i was able to press these toward the edge and they disappeared i am in shock and awe excellent,TRUE,0
2,doesn t last,worked great for a while was super cute but then the top coating started to peel off and it goes from a mate look to shine and has flakes where it s peeling all over it it doesn t get heavy exposure to anything that could cause this just normal wear even though my fit bit is water resistant i still dont even wear it in water,TRUE,0
1,here's what i found,the case itself is way too tight the button molds compressed the buttons to the point my tablet would constantly restart they're absolutely stretch resistant so i cut them out the screen protector itself though has the opposite problem make sure you have another protection device on the screen because there's enough of a gap that dirt and particulates can get in and scratch the screen overall it's more frustrating than it was worth so i returned it,TRUE,1
5,vizio remote,love the remote sleek and slim and very easy to use no installation needed simply loved it,TRUE,0
5,awesome service awesome product,awesome service awesome product,TRUE,0
1,beautiful earphones but not great,i was very excited when i received my earphones at first but after one whole day of using them the right side got dull the left side is a lot louder than the right side so i will be returning them i am sad that i was not able to enjoy them,FALSE,0
4,works well cordless operation is as expected,cordless operation gives me the freedom i need,TRUE,0
5,works great,we really haven't had it long enough to know if it's good or bad but so far it works great,TRUE,0
1,broke after one use,my department orderded this in aug 2018 we used it for the first time in feb and it printed a test page and did not work after i contacted amazon and the seller and nothing the seller refused to refund or exchange the hp phtosmart it is not worth your 200 don't but this product and don't do business with this seller,TRUE,1
1,holds my ipad mini just fine great concept but id go with a different,3 stars the neck is really stiff and it take two hands to adjust it the clamp also wiggles out of place probably from the force you must use on the stiff neck other than that it works holds my ipad mini just fine great concept but id go with a different brand br br update have had this for a few months still was disappointed with overall quality neck far too stiff grips sliding out pf place and having to be re glued etc however tonight the neck snapped in half so now this product is trash waste of money wouldn't buy this brand ever again,TRUE,0
2,it felt looked cheap i returned it,i first liked this cover bc it was easy to turn to a vertical position and not many of the cases let you do that but it s not worth it the case is cheaply made it feels like a piece of cardboard covered in plastic i returned it immediately and bought a case that costs more but it s solid and it protects my invested value in the ipad,TRUE,0
3,material not enough,it works but the material isn t the best sadly,TRUE,0
1,not bright stopped working after 2 weeks,this thing is garbage,TRUE,1
1,pretty much useless,it was easier and faster to tighten and cut the metal zip ties i used in my project animal retaining fence with a pair of long nose flush cut pliers inserting a metal strip into this tool is fiddly and annoying it's especially frustrating that the lever to cut the metal strip must be pulled upward necessitating the use of two hands even though it would feel much more natural to pull it down only one hand required i can't see anything about the way the tool is made that suggests this is anything other than a design flaw it was an unfortunate waste of money,TRUE,1
1,it s garbage don t waste your time,this is garbage i can t get it to connect to my ipad the bluetooth isn t working and it barely turns on,FALSE,0
3,short life,after some time the unit didn't switch beteween the cable box and dvd it's a common defect from onkyo need to sent the unit to repair to replace some capacitors,TRUE,1
1,avoid,i have owned several different brands of smartwatches my main use is fitness tracking this watch and most of it's features are beyond awful by far the most inaccurate activity i have ever used,TRUE,0
1,terrible coverage,this company hid behind a general damage clause in their coverage and refused to fix our printer then they shipped the unrepaired printer back to us without ever telling us it wasn't repaired while it was out for repairs i called asurion to find out the status of our claim because their online claim status never changed from in progress and they told me it was repaired and on its way back to me when it arrived i set it up fully expecting to have a working printer nope i had to call asurion again to find out why my printer was gone for 3 weeks and still doesn't print even the girl i talked to didn't know and had to put me on hold for 5 minutes to find the answer ridiculous asurion doesn't communicate with its customers and doesn't do the repairs they promise it was a waste of money and a huge headache for us,TRUE,0
3,good but not completely snug,bought this for my 6yr old the case is okkay it's definitely not the best it doesn't fit the table snug as i've seen other cases fit her tablet i don't think it will best protect the tablet just with the fact that it can easily be pulled off the rubber is just way too thin luckily my daughter is old enough to know how to take proper care of her tablet i would not recommend for any child younger as it doesn't provided much protection for the tablet itself,TRUE,1
3,earbuds,the buds are too big for my ears,TRUE,0
1,terrible unit,was looking for a cheap unit to put in my off road vehicle and thought the price no mechanicals sd card and aux input was exactly what i was looking for install was a breeze everthing worked as advertised with no problems playing the media from a full 8gb sd card the problem for me is that it sounded terrible with really bad clipping and distortion even at reasonable volume i didn't expect much as it is a low end unit with ony 15w per channel but for me the sound quality was unnaceptable,FALSE,0
3,won t last long,i bought this in july for my new macbook air and it arrived scratched but i kept it because you couldn t tell much unless you looked closely it does scratch easily and becomes more noticeable as it gets scratched more the one thing that ticked me off is when i took off the top cover to clean some dirt and the case broke off in the corner while i was putting it back on i ve only had this case for a few months and it broke i ll be trying another brand this case is not worth it if it will only last max 4 months,TRUE,1
3,ok,problem with mother board,TRUE,0
4,great modem plug play swap out,plug play swap out as long as one does not have another issue like a bad cable pair that the at t tech fixed here but the sellers statement ont is required for this modem is incorrect the br ont side is just for those that have fiber to their residence the rest of us probably most folks still on copper it works just fine moving the dsl broadband cable green from one to the other,FALSE,0
4,as long as you set the skills you need it s great,cool,TRUE,0
5,simple effective no extra cord to tie up,works great for things you need right next to your tv haven't had any issues months after,TRUE,0
1,doesn't connect,i really like this tablet but i cannot connect to facebook through my games on it i really bought it to play my games the picture quality is great sound good plays videos with no problem but all that doesn't matter if it won't do what i bought it for that is the reason for the 1 start tried to contact the manufacturer seller but no response so sending it back and will have to try with a new one too bad though it is a really nice tablet,TRUE,0
1,not worth the money,got this gift for my husband for xmas the first day they were great after that they never kept a charge and worked horrible returned them for a replacement and the same thing now i returned them again and they never gave me my money back even though it says it was refunded,TRUE,0
1,can not work non powered do not buy,does not work it's simple nonsense useless,TRUE,1
1,terrible user experience,buy this product if you're a fan of begging your iphone to connect to this device every single time you'll often have to ask your phone to forget this device and reconnect it sounds like a small task but repeat it several times a day and you'll be wondering why you didn't just buy something else br br customer service is a nightmare the website is designed to hide the contact number took me 10 mins to find it and by the time i did they had shut for the day in my timezone so i had to sue a vpn to find the number for the uk store they literally do not let you access the uk site from a different timezone br br oh and it does not work with your pc would be nice if they stated this on the product details but you gotta make a sale eh br br great gift for someone you hate,TRUE,0
1,arrived broken,they sat around for a while and now i can't return them br br if you want to receive broken glass in the mail then you should buy this they were wrapped in about and eight of an inch of packing,TRUE,1
3,three stars,cover does not hold up to repeated use,TRUE,0
3,slow write speed,i learned from this purchase the difference between a 2 0 and 3 0 usb flash drive the 2 0 writes much more slowly than a 3 0 so making my windows recovery drive was much slower than it could have been but it eventually worked,TRUE,0
1,functionality,item defective did not work,TRUE,1
5,i have 2 of these cards and the work great for expanding the number of usb ports,i have 2 of these cards and the work great for expanding the number of usb ports i definitely recommend these for the standard usb peripherals that most folks use,TRUE,0
5,has on off function,works as intended cord could be longer this because i have to put it on top of the tower and it lights up when they are on with the blue leds which really lights up the room in the dark so i have to cover it with an envelope at night,TRUE,0
3,clock works well but no volume control for the very,clock works well but no volume control for the very loud alarm had to use duct tape over the speaker to try and blunt the volume,TRUE,0
1,barely a infrared fliter,these so called infrared filters are more red filters than anything,TRUE,0
3,no good for us,not cutting it for our two bedroom nyc apartment goes in and out when i get a steady spot my son said it s interfering with his ps4 which works fine without it to late to send it back now our living room is a complete dead zone,TRUE,1
1,horrible product only works with some routers modems,this camera only works with certain wifi routers and or modems i have a netgear doccis 3 0 router modem combo i have ring cameras lifx bulbs harmony hub wemo switches and plugs zmodo cameras wifi garage door wifi garage door opener on outside of garage etc i have worked with all of these items and they all connected to my router just fine i get the amazon cloud cam and it won't connect i chatted with tech support and they didn't even know what error 103 meant they told me they think it's a software issue so they sent a new one out omg the camera did exactly the same thing i am so annoyed with this i refuse to use amazon key letting someone open my garage without having a cloud cam i want the video receipt you would think they would have a work around or even another way to bypass the cloud or key apps not happy,TRUE,1
1,keeps playing the same songs over and over,i've now tried 3 different flash drives with about 50 songs on each one on all 3 of them this devise keeps playing the same 8 10 songs over and over it will not play the remaining songs on the flash drive the flash drives work great in my truck and on my computer the sound is great and its easy to use but it is very irritating that it only plays a small percentage of the songs on any flash drive br update i tried contacting customer service and replace this defective item at first they seemed like they were going to follow through and replace it as the process progressed they kept wanting me to jump through more and more hoops before they would replace the item i finally gave up and told them i would find a product that would really play my mp3s and they could keep their junk i don't often write bad reviews but this company deserves it,TRUE,1
3,three stars,it's okay for the price but it's to much to carry around on trips,TRUE,0
1,it is what it is supposed to be but,it is what it is supposed to be but one of the pins where it connects to the ipad was bent didn't work,TRUE,1
2,no better than the laptop speaker,i don't know why you would need to buy this if it is no better than the laptop speaker totally bumbed i will be returning,TRUE,0
5,fits,fits,TRUE,0
5,fast stable wifi card,i did not use the provided driver went straight to intel's website and downloaded the driver before hooking up the wifi card works flawlessly,TRUE,0
3,fast but not as fast as the much cheaper corsair flash voyager gt,i had a 64 gb corsair flash voyager gt for over a year it went belly up some sort of connection problem so i looked for a replacement the lexar is touted to be of top speed and quality but substantially more expensive i decided to pay for quality and bought it br br it is well made but its noticably slower that the corsair i owned before after repeated uses the typical average copy speed as reported by teracopy is 55mb sec with the lexar the much cheaper corsair averaged in the 70's,TRUE,0
2,well padded laptop bag that holds my slim profile 17 hp omen laptop but product is not as pictured,i really like this laptop bag and give it a solid 4 stars however the bag pictured on the amazon site differs from the one i received the one on the site has an outside zippered pocket in front as well as a shoulder strap it also looks like a better or more richer bag it is for this reason alone that this gets 2 stars br br the bag i received has two sides the laptop compartment has a nicely padded folder pocket even though this is only supposed to fit up to 16 laptops i had no problem fitting my 17 hp omen laptop which has a very slim profile besides the laptop sleeve there are two mesh pockets on the opposite side on the laptop side there is not much that can be held beside the laptop however the other side of the bag unzips a few inches and there is an additional compartment there with four mesh pockets and one full size folder pocket there is enough room on this side to carry some folders or pads br br therefore this laptop carrier can expand as needed if carrying more than just a laptop there is no pencil or pens sleeves but i do not feel that is needed the zippers glide easily around as long as no creases are in the way br br in summary the bag i received looks like a cheaper and scaled down version of the one pictured on the amazon site it does not have a shoulder strap or any outside pockets therefore buyer beware,FALSE,0
4,great usb cables,great power lines unlike lower quality cables these are hefty and allow for quick recharging when used with anker 5 port charger highly recommend and would buy again,TRUE,0
2,so good for a few months,this camera was excellent i used it often and the wide angle shot had great hd quality it was sharp and clear unfortunately one day i turned on the camera to find the picture washed out and filled with noise the picture is unbearable unless you're going for some kind of special effect but you wouldn't use a webcam for that i've done all the troubleshooting i can think of but i can't fix it it was a great price a great price but it's worthless now just three months after purchase,TRUE,0
2,it s not what i was expecting,it didn t work like it should,TRUE,1
3,i have had 19 bad ones out of 100 discs,i wont buy these again i have had 19 bad ones out of 100 discs not happy but will be going back to verbatim,TRUE,0
3,the budget tablet,they are okay they're for my kids so the lack of stellar performance is non disappointing the operation system is as fast as your internet speed except when powering on you get what you pay for if it break buy another 1,TRUE,1
3,doesn't work for all lg tone models,i purchased a lg tone hbs 910 the charging case does not work properly for this model the charging connection of the headphones is located on the outside of the left band this charging case does not have enough room to fit the charging connector while these headphones are laying in the case i also have a set of hbs a100 and they experience the same issue the description is not correct for these models of lg tone headphones,TRUE,1
4,think this one through a great product and usable product if it is indeed what you want for a mount,fits well i wish i would have put the ipad in it first and then installed it because installing it without the ipad already in might have caused it to shrink a bit or at least it mounted so the tabs were a bit closer together than they would have been if i'd had the ipad in it when i stuck it on the first time i put the ipad in it one of the tabs flew off the tabs click right back in but i thought i'd broken it there is a bit of felt in there so it was very difficult to get in however now once installed i think i could go airborn in the truck on a washboard road at 100mph and the ipad wouldn't move a bit on landing the adhesive strips very strong the ipad fit very tight br br in hindsight i think a mount off to the side would have been for me i find myself wishing this folded down or had some sort of quick detach also the ipad screen facing straight out can have a glare as it is more glossy than the factor radio screen i think mounting on a floor mount or off to the side would allow it to angle to me br br as it is i can not take it in and out quickly and that causes loss of backup camera functionality that is now behind the ipad on the factory display br br a good cheap product but i think i want more speed flexibility and adjustability,TRUE,1
4,picture quality is great i have it set to send me an,setup of this camera was fairly simple picture quality is great i have it set to send me an email whenever there is motion detected i haven't been able to link it to my smartthing hub but the android app works well,TRUE,0
3,it didn't last 9 months,this battery looks just like the original but degraded to barely holding a charge after only 9 months of moderate use i would not recommend this battery as a replacement,TRUE,0
1,one star,did not fit correctly,TRUE,1
3,where s the remote,it s be really cool if they actually glowed in the dark but they don t if the room is dim and the light from the tv is just right then it s better than no cover at all,TRUE,0
1,item shipped does not match the picture on the amazon page,it did not come with the round shiny chrome circular ring that is clearly shown in the picture of the item br it came with a black clip which is nothing like the picture of the item on the amazon web site that made me order this item br obvious bait and switch an identical black clip version is available from a different vendor for 2 75 this version was 6 98 tax and should of had a shiny circular key ring not a black clip,TRUE,0
1,it's simple it won't turn the tv on,it's simple it won't turn the tv on so basically it's worthless to expensive to return for the price i paid,TRUE,0
3,great keyboard keys are nice and soft,nice soft keys not sticky or hard to press and very easy to see br update sadly the keyboard died after 10 months,TRUE,0
4,so far so good,stable and fit my vent the way it's supposed,TRUE,0
1,did not work,i could only use youtube,TRUE,1
1,not the best,suction cup won t stay in place disappointed,TRUE,0
4,ditch the 7200 rpm hdd and this is a 5 star desktop but you can easily install a fast nvme m 2 stick and make it fast,i'm giving it 4 stars instead of five for the slow hard drive it came with the western digital blue hard drive makes this computer boot up and perform slow msi really should have installed a hybrid hard drive if they didn't want to spend the money to include a full on ssd i will say that the hard drive included is known as being very reliable but this computer has two pci nvme m 2 slots it also comes with a screw kit if you want to add such ssd cards i installed a samsung 950 pro m 2 nvme stick and the computer boots up loads applications and performs stupid fast i used samsung data migration software to transfer everything over you'll need to remove the hard drive that came with the pc and the computer will than boot up on the crazy fast m 2 nvme stick br br this desktop uses laptop memory to conserve space laptop memory isn't slower than desktop memory spec for spec although you have less choices to chose from msi says this desktop comes with one 8gb ddr4 2133 sodimm of ram it actually came with kingston ddr4 2400 ram and one slot available to add more another discovery in the bios is that it comes with a killer branded ethernet it has built in intel wi fi ac and blu tooth 4 2 which is nice with the cover removed there is a slot for a 2 5 34 ssd hdd on the top and there is space for an additional 3 5 34 desktop hard drive next to the one that came with it it's crazy that there is space for five hard drives on this pc 2 5 34 2 3 5 34 's and two nvme m 2 slots br br i really really like the small form factor of this desktop and is why i chose it the desktop is 9 34 5 8 inches tall 13 34 3 4 deep and 5 34 wide br it is also quiet you can hear it but it's quieter than previous desktops i've had br the nahimic audio manager gets a 5 5 i've never had better sound come out of my koss portapro headphones,TRUE,0
4,funcional,no se siente igual al original but is okay,TRUE,0
5,very happy,tons of storage,TRUE,0
